normalized,stemmed text,token_count,stemmed_list,polarity_score,polarity,polarity_num
"['mudah', 'dijangkau']","['mudah', 'jangkau']",20,"['mudah', 'jangkau']",4,Positive,1
"['mempermudah', 'pembelian', 'tiket', 'pembayarab', 'antre']","['mudah', 'beli', 'tiket', 'pembayarab', 'antre']",49,"['mudah', 'beli', 'tiket', 'pembayarab', 'antre']",6,Positive,1
"['mudah', 'praktis']","['mudah', 'praktis']",20,"['mudah', 'praktis']",8,Positive,1
['mempermudah'],['mudah'],9,['mudah'],4,Positive,1
"['nyaman', 'transportasi', 'publik']","['nyaman', 'transportasi', 'publik']",36,"['nyaman', 'transportasi', 'publik']",4,Positive,1
"['semoga', 'aplikasi', 'lancar', 'mudah']","['moga', 'aplikasi', 'lancar', 'mudah']",39,"['moga', 'aplikasi', 'lancar', 'mudah']",5,Positive,1
"['transportasi', 'keren', 'jakarta', 'direkomendasikan', 'sekali']","['transportasi', 'keren', 'jakarta', 'rekomendasi', 'sekali']",61,"['transportasi', 'keren', 'jakarta', 'rekomendasi', 'sekali']",-1,Negative,-1
"['support', 'bermanfaat']","['support', 'manfaat']",22,"['support', 'manfaat']",9,Positive,1
"['nyaman', 'transportasi']","['nyaman', 'transportasi']",26,"['nyaman', 'transportasi']",4,Positive,1
"['keren', 'bawa', 'anak']","['keren', 'bawa', 'anak']",25,"['keren', 'bawa', 'anak']",-2,Negative,-1
"['mudah', 'membantu']","['mudah', 'bantu']",18,"['mudah', 'bantu']",7,Positive,1
"['waoooooo', 'tingkatkan', 'lagidan']","['waoooooo', 'tingkat', 'lagidan']",34,"['waoooooo', 'tingkat', 'lagidan']",1,Positive,1
"['bagus', 'trsnsportasi', 'masal']","['bagus', 'trsnsportasi', 'masal']",34,"['bagus', 'trsnsportasi', 'masal']",2,Positive,1
"['beli', 'kartu']","['beli', 'kartu']",17,"['beli', 'kartu']",2,Positive,1
"['bagus', 'membantu', 'gunakan', 'mahal', 'belu', 'kartunya']","['bagus', 'bantu', 'guna', 'mahal', 'belu', 'kartu']",52,"['bagus', 'bantu', 'guna', 'mahal', 'belu', 'kartu']",7,Positive,1
"['bermanfaat', 'card']","['manfaat', 'card']",19,"['manfaat', 'card']",5,Positive,1
"['bagus', 'aplikasi', 'mendukung']","['bagus', 'aplikasi', 'dukung']",31,"['bagus', 'aplikasi', 'dukung']",2,Positive,1
"['maju', 'berinovasi', 'mempermudah', 'pengguna']","['maju', 'inovasi', 'mudah', 'guna']",36,"['maju', 'inovasi', 'mudah', 'guna']",9,Positive,1
"['aplikasi', 'bagus', 'membantu', 'terima', 'kasih']","['aplikasi', 'bagus', 'bantu', 'terima', 'kasih']",49,"['aplikasi', 'bagus', 'bantu', 'terima', 'kasih']",5,Positive,1
"['membantu', 'meningkatkan', 'aktivitas']","['bantu', 'tingkat', 'aktivitas']",33,"['bantu', 'tingkat', 'aktivitas']",4,Positive,1
"['memudahkan', 'sekali', 'lupa', 'bawa', 'kartu', 'uang', 'elektronik', 'hanya', 'perlu', 'saja', 'selesai', 'membantu', 'sekali']","['mudah', 'sekali', 'lupa', 'bawa', 'kartu', 'uang', 'elektronik', 'hanya', 'perlu', 'saja', 'selesai', 'bantu', 'sekali']",122,"['mudah', 'sekali', 'lupa', 'bawa', 'kartu', 'uang', 'elektronik', 'hanya', 'perlu', 'saja', 'selesai', 'bantu', 'sekali']",5,Positive,1
"['transportasi', 'jakarta', 'membantu', 'jakarta', 'mudah', 'pengguna', 'transportasi']","['transportasi', 'jakarta', 'bantu', 'jakarta', 'mudah', 'guna', 'transportasi']",80,"['transportasi', 'jakarta', 'bantu', 'jakarta', 'mudah', 'guna', 'transportasi']",8,Positive,1
"['aplikasi', 'riwayat', 'perjalan']","['aplikasi', 'riwayat', 'jalan']",32,"['aplikasi', 'riwayat', 'jalan']",-4,Negative,-1
"['memudahkan', 'terkadang', 'naik', 'membayarnya', 'pakai', 'link']","['mudah', 'terkadang', 'naik', 'bayar', 'pakai', 'link']",56,"['mudah', 'terkadang', 'naik', 'bayar', 'pakai', 'link']",9,Positive,1
"['beda', 'salah', 'kereta']","['beda', 'salah', 'kereta']",27,"['beda', 'salah', 'kereta']",-10,Negative,-1
"['nyaman', 'bersih', 'tempuhnya', 'bagus']","['nyaman', 'bersih', 'tempuh', 'bagus']",39,"['nyaman', 'bersih', 'tempuh', 'bagus']",6,Positive,1
"['membantu', 'pengguna', 'pembayaran']","['bantu', 'guna', 'bayar']",26,"['bantu', 'guna', 'bayar']",5,Positive,1
"['nyaman', 'cepat']","['nyaman', 'cepat']",19,"['nyaman', 'cepat']",7,Positive,1
"['nyamannya', 'bertransportasi']","['nyaman', 'transportasi']",26,"['nyaman', 'transportasi']",4,Positive,1
"['bagus', 'memudahkan', 'pengguna']","['bagus', 'mudah', 'guna']",26,"['bagus', 'mudah', 'guna']",7,Positive,1
"['berguna', 'membantu', 'aktifitas']","['guna', 'bantu', 'aktifitas']",30,"['guna', 'bantu', 'aktifitas']",4,Positive,1
"['bagus', 'aplikasi']","['bagus', 'aplikasi']",21,"['bagus', 'aplikasi']",-2,Negative,-1
"['semoga', 'tidak', 'lambat', 'bermasalah', 'aplikasi', 'nya']","['moga', 'tidak', 'lambat', 'masalah', 'aplikasi', 'nya']",57,"['moga', 'tidak', 'lambat', 'masalah', 'aplikasi', 'nya']",-11,Negative,-1
"['bermanfaat', 'terkadang', 'berharihari']","['manfaat', 'terkadang', 'berharihari']",39,"['manfaat', 'terkadang', 'berharihari']",8,Positive,1
"['memindai', 'masukkeluar', 'cepat']","['pindai', 'masukkeluar', 'cepat']",34,"['pindai', 'masukkeluar', 'cepat']",3,Positive,1
"['nyaman', 'cepat']","['nyaman', 'cepat']",19,"['nyaman', 'cepat']",7,Positive,1
"['pelayanan', 'professional']","['layan', 'professional']",25,"['layan', 'professional']",2,Positive,1
"['moda', 'transportasi', 'amanaply', 'ruwet']","['moda', 'transportasi', 'amanaply', 'ruwet']",45,"['moda', 'transportasi', 'amanaply', 'ruwet']",-4,Negative,-1
"['mudah', 'bayar', 'gopay', 'lancar']","['mudah', 'bayar', 'gopay', 'lancar']",37,"['mudah', 'bayar', 'gopay', 'lancar']",9,Positive,1
"['membantu', 'perjalanan']","['bantu', 'jalan']",18,"['bantu', 'jalan']",3,Positive,1
"['nyaman', 'coba']","['nyaman', 'coba']",18,"['nyaman', 'coba']",6,Positive,1
"['bagus', 'tingkatkan']","['bagus', 'tingkat']",20,"['bagus', 'tingkat']",3,Positive,1
"['sederhana', 'ruwet']","['sederhana', 'ruwet']",22,"['sederhana', 'ruwet']",-1,Negative,-1
"['indonesia', 'memiliki', 'transportasi', 'massal', 'berkelas']","['indonesia', 'milik', 'transportasi', 'massal', 'kelas']",57,"['indonesia', 'milik', 'transportasi', 'massal', 'kelas']",-2,Negative,-1
"['bagus', 'berguna', 'aplikasi']","['bagus', 'guna', 'aplikasi']",29,"['bagus', 'guna', 'aplikasi']",-1,Negative,-1
"['mudah', 'cepat']","['mudah', 'cepat']",18,"['mudah', 'cepat']",7,Positive,1
"['bagus', 'menikmati', 'moda', 'transportasi', 'raya', 'terpadu', 'jakarta']","['bagus', 'nikmat', 'moda', 'transportasi', 'raya', 'padu', 'jakarta']",70,"['bagus', 'nikmat', 'moda', 'transportasi', 'raya', 'padu', 'jakarta']",5,Positive,1
"['bagus', 'lupa', 'bawa', 'kartu', 'uang', 'elektronik']","['bagus', 'lupa', 'bawa', 'kartu', 'uang', 'elektronik']",56,"['bagus', 'lupa', 'bawa', 'kartu', 'uang', 'elektronik']",4,Positive,1
"['best', 'lancar', 'sukses']","['best', 'lancar', 'sukses']",28,"['best', 'lancar', 'sukses']",7,Positive,1
"['urusan', 'warga', 'mudah', 'mengayomi']","['urus', 'warga', 'mudah', 'ayom']",34,"['urus', 'warga', 'mudah', 'ayom']",4,Positive,1
"['aplikasi', 'bagus', 'berguna']","['aplikasi', 'bagus', 'guna']",29,"['aplikasi', 'bagus', 'guna']",-1,Negative,-1
"['bagustidak', 'masalah']","['bagustidak', 'masalah']",25,"['bagustidak', 'masalah']",-4,Negative,-1
"['bagus', 'kualitas', 'aplikasi', 'nya']","['bagus', 'kualitas', 'aplikasi', 'nya']",40,"['bagus', 'kualitas', 'aplikasi', 'nya']",2,Positive,1
"['terima', 'kasih', 'melayani', 'tulus']","['terima', 'kasih', 'layan', 'tulus']",37,"['terima', 'kasih', 'layan', 'tulus']",10,Positive,1
"['perbaiki', 'pertahankan', 'opsional']","['baik', 'tahan', 'opsional']",29,"['baik', 'tahan', 'opsional']",4,Positive,1
"['senang', 'jakartatingkat', 'kembangkn']","['senang', 'jakartatingkat', 'kembangkn']",41,"['senang', 'jakartatingkat', 'kembangkn']",5,Positive,1
"['membantu', 'memudahkan']","['bantu', 'mudah']",18,"['bantu', 'mudah']",7,Positive,1
"['pertahankan', 'prestasi', 'tingkatkan', 'pelayanan']","['tahan', 'prestasi', 'tingkat', 'layan']",41,"['tahan', 'prestasi', 'tingkat', 'layan']",4,Positive,1
"['keren', 'membantu', 'maju', 'jakarta']","['keren', 'bantu', 'maju', 'jakarta']",37,"['keren', 'bantu', 'maju', 'jakarta']",3,Positive,1
"['semoga', 'aplikasi']","['moga', 'aplikasi']",20,"['moga', 'aplikasi']",-3,Negative,-1
"['coba', 'keren']","['coba', 'keren']",17,"['coba', 'keren']",2,Positive,1
"['membantu', 'memudahkan']","['bantu', 'mudah']",18,"['bantu', 'mudah']",7,Positive,1
"['bagus', 'publik']","['bagus', 'publik']",19,"['bagus', 'publik']",2,Positive,1
"['cepat', 'aplikasi', 'nya']","['cepat', 'aplikasi', 'nya']",28,"['cepat', 'aplikasi', 'nya']",-1,Negative,-1
"['moda', 'transportasinya', 'modern']","['moda', 'transportasi', 'modern']",34,"['moda', 'transportasi', 'modern']",3,Positive,1
"['transportasi', 'publik', 'modern']","['transportasi', 'publik', 'modern']",36,"['transportasi', 'publik', 'modern']",3,Positive,1
"['aaplikasinya', 'bagus', 'sekali']","['aaplikasinya', 'bagus', 'sekali']",35,"['aaplikasinya', 'bagus', 'sekali']",1,Positive,1
['pelayanan'],['layan'],9,['layan'],2,Positive,1
"['cepat', 'nyaman', 'aman']","['cepat', 'nyaman', 'aman']",27,"['cepat', 'nyaman', 'aman']",7,Positive,1
"['bagus', 'rute']","['bagus', 'rute']",17,"['bagus', 'rute']",4,Positive,1
"['bagus', 'keren', 'aplikasi', 'nya']","['bagus', 'keren', 'aplikasi', 'nya']",37,"['bagus', 'keren', 'aplikasi', 'nya']",-2,Negative,-1
"['praktis', 'ekonomis']","['praktis', 'ekonomis']",23,"['praktis', 'ekonomis']",7,Positive,1
"['bermanfaat', 'pembaruan', 'sekali']","['manfaat', 'baru', 'sekali']",29,"['manfaat', 'baru', 'sekali']",4,Positive,1
"['bagus', 'lancar']","['bagus', 'lancar']",19,"['bagus', 'lancar']",6,Positive,1
['aplikasi'],['aplikasi'],12,['aplikasi'],-4,Negative,-1
"['bagus', 'mempermudah']","['bagus', 'mudah']",18,"['bagus', 'mudah']",6,Positive,1
"['bagus', 'mempermudah']","['bagus', 'mudah']",18,"['bagus', 'mudah']",6,Positive,1
"['bagus', 'suka', 'jakarta']","['bagus', 'suka', 'jakarta']",28,"['bagus', 'suka', 'jakarta']",5,Positive,1
"['cobq', 'pakai', 'aplikasi']","['cobq', 'pakai', 'aplikasi']",29,"['cobq', 'pakai', 'aplikasi']",-4,Negative,-1
"['akses', 'mudah']","['akses', 'mudah']",18,"['akses', 'mudah']",6,Positive,1
"['pakai', 'masalah']","['pakai', 'masalah']",20,"['pakai', 'masalah']",-4,Negative,-1
"['bagus', 'membantu']","['bagus', 'bantu']",18,"['bagus', 'bantu']",5,Positive,1
"['seneng', 'nyaman', 'dancepat']","['neng', 'nyaman', 'dancepat']",30,"['neng', 'nyaman', 'dancepat']",9,Positive,1
"['cukup', 'baik', 'membantu']","['cukup', 'baik', 'bantu']",26,"['cukup', 'baik', 'bantu']",1,Positive,1
"['mudah', 'membantu']","['mudah', 'bantu']",18,"['mudah', 'bantu']",7,Positive,1
"['pemcobaan', 'semoga', 'bermakana', 'kepegian']","['pemcobaan', 'moga', 'bermakana', 'kepegian']",46,"['pemcobaan', 'moga', 'bermakana', 'kepegian']",1,Positive,1
"['bagus', 'cepat']","['bagus', 'cepat']",18,"['bagus', 'cepat']",5,Positive,1
"['bagus', 'masalah']","['bagus', 'masalah']",20,"['bagus', 'masalah']",-2,Negative,-1
"['aplikasi', 'bagus']","['aplikasi', 'bagus']",21,"['aplikasi', 'bagus']",-2,Negative,-1
"['aplikasi', 'mendukung', 'pengguna']","['aplikasi', 'dukung', 'guna']",30,"['aplikasi', 'dukung', 'guna']",1,Positive,1
['memuaskan'],['muas'],8,['muas'],5,Positive,1
"['mudah', 'bagus', 'jakarta']","['mudah', 'bagus', 'jakarta']",29,"['mudah', 'bagus', 'jakarta']",6,Positive,1
"['terima', 'kasih', 'jakarta', 'sehat']","['terima', 'kasih', 'jakarta', 'sehat']",39,"['terima', 'kasih', 'jakarta', 'sehat']",8,Positive,1
['pelayanan'],['layan'],9,['layan'],2,Positive,1
"['bagus', 'mudah']","['bagus', 'mudah']",18,"['bagus', 'mudah']",6,Positive,1
"['bagus', 'memudahkan', 'masyarakat']","['bagus', 'mudah', 'masyarakat']",32,"['bagus', 'mudah', 'masyarakat']",6,Positive,1
"['bintang', 'coba']","['bintang', 'coba']",19,"['bintang', 'coba']",2,Positive,1
"['pelayanannya', 'bagus']","['layan', 'bagus']",18,"['layan', 'bagus']",4,Positive,1
"['alhamdulillah', 'keren']","['alhamdulillah', 'keren']",26,"['alhamdulillah', 'keren']",5,Positive,1
"['membantu', 'tiket', 'elektronik']","['bantu', 'tiket', 'elektronik']",32,"['bantu', 'tiket', 'elektronik']",3,Positive,1
"['baik', 'ramah']","['baik', 'ramah']",17,"['baik', 'ramah']",8,Positive,1
"['akses', 'mudah']","['akses', 'mudah']",18,"['akses', 'mudah']",6,Positive,1
"['membantu', 'saya', 'unduh', 'terima', 'kasih']","['bantu', 'saya', 'unduh', 'terima', 'kasih']",45,"['bantu', 'saya', 'unduh', 'terima', 'kasih']",4,Positive,1
"['aplikasi', 'membantu']","['aplikasi', 'bantu']",21,"['aplikasi', 'bantu']",-1,Negative,-1
"['keren', 'aplikasinya']","['keren', 'aplikasi']",21,"['keren', 'aplikasi']",-4,Negative,-1
"['perubahan', 'wujud', 'kemajuan', 'kesejahteraan', 'masyarakat']","['ubah', 'wujud', 'maju', 'sejahtera', 'masyarakat']",52,"['ubah', 'wujud', 'maju', 'sejahtera', 'masyarakat']",2,Positive,1
"['bagus', 'membantu']","['bagus', 'bantu']",18,"['bagus', 'bantu']",5,Positive,1
['aplikasi'],['aplikasi'],12,['aplikasi'],-4,Negative,-1
"['sukses', 'mrtj', 'ke', 'depan']","['sukses', 'mrtj', 'ke', 'depan']",33,"['sukses', 'mrtj', 'ke', 'depan']",3,Positive,1
"['bagus', 'memudahkan']","['bagus', 'mudah']",18,"['bagus', 'mudah']",6,Positive,1
"['pengalaman', 'nieehhhsemoga', 'seru', 'menyenangkan']","['alam', 'nieehhhsemoga', 'seru', 'senang']",43,"['alam', 'nieehhhsemoga', 'seru', 'senang']",12,Positive,1
"['bagus', 'bermanfaat']","['bagus', 'manfaat']",20,"['bagus', 'manfaat']",7,Positive,1
"['aplikasi', 'nya', 'membantu', 'sekali']","['aplikasi', 'nya', 'bantu', 'sekali']",38,"['aplikasi', 'nya', 'bantu', 'sekali']",-2,Negative,-1
"['nyoba', 'sihh', 'bismillahirrahmanirrahim']","['nyoba', 'sihh', 'bismillahirrahmanirrahim']",45,"['nyoba', 'sihh', 'bismillahirrahmanirrahim']",-2,Negative,-1
"['semoga', 'lancar', 'pemakaiannya']","['moga', 'lancar', 'pakai']",27,"['moga', 'lancar', 'pakai']",5,Positive,1
"['modern', 'transportasi']","['modern', 'transportasi']",26,"['modern', 'transportasi']",3,Positive,1
"['mencoba', 'aplikasi', 'mrtj']","['coba', 'aplikasi', 'mrtj']",28,"['coba', 'aplikasi', 'mrtj']",-2,Negative,-1
"['pelayanan', 'bagus']","['layan', 'bagus']",18,"['layan', 'bagus']",4,Positive,1
"['pelajari', 'aplikasi']","['ajar', 'aplikasi']",20,"['ajar', 'aplikasi']",-3,Negative,-1
"['aplikasi', 'keren']","['aplikasi', 'keren']",21,"['aplikasi', 'keren']",-4,Negative,-1
"['proses', 'pendaftaran', 'member', 'pemula', 'copat']","['proses', 'daftar', 'member', 'mula', 'copat']",47,"['proses', 'daftar', 'member', 'mula', 'copat']",-1,Negative,-1
"['bagus', 'cepat']","['bagus', 'cepat']",18,"['bagus', 'cepat']",5,Positive,1
"['nyaman', 'sekali']","['nyaman', 'sekali']",20,"['nyaman', 'sekali']",3,Positive,1
"['bagus', 'bermanfaat']","['bagus', 'manfaat']",20,"['bagus', 'manfaat']",7,Positive,1
['mengagumkan'],['kagum'],9,['kagum'],3,Positive,1
"['nyaman', 'sekali']","['nyaman', 'sekali']",20,"['nyaman', 'sekali']",3,Positive,1
"['berguna', 'rakyat']","['guna', 'rakyat']",18,"['guna', 'rakyat']",1,Positive,1
"['bagus', 'aplikasi', 'mrtnya']","['bagus', 'aplikasi', 'mrtnya']",31,"['bagus', 'aplikasi', 'mrtnya']",-2,Negative,-1
"['semoga', 'banyak', 'promo']","['moga', 'banyak', 'promo']",27,"['moga', 'banyak', 'promo']",7,Positive,1
"['aplikasi', 'keren']","['aplikasi', 'keren']",21,"['aplikasi', 'keren']",-4,Negative,-1
"['bagus', 'bermanfaat']","['bagus', 'manfaat']",20,"['bagus', 'manfaat']",7,Positive,1
"['pelayanan', 'penjualan', 'tiket', 'buka']","['layan', 'jual', 'tiket', 'buka']",34,"['layan', 'jual', 'tiket', 'buka']",6,Positive,1
['mudah'],['mudah'],9,['mudah'],4,Positive,1
['menyenangkan'],['senang'],10,['senang'],5,Positive,1
"['semoga', 'tranportasi', 'lancar']","['moga', 'tranportasi', 'lancar']",33,"['moga', 'tranportasi', 'lancar']",5,Positive,1
"['jakarta', 'merubah', 'wajah', 'jakarta', 'love', 'jakarta']","['jakarta', 'rubah', 'wajah', 'jakarta', 'love', 'jakarta']",59,"['jakarta', 'rubah', 'wajah', 'jakarta', 'love', 'jakarta']",5,Positive,1
"['proses', 'pembuatan', 'akun', 'mudah']","['proses', 'buat', 'akun', 'mudah']",35,"['proses', 'buat', 'akun', 'mudah']",6,Positive,1
"['keren', 'membantu']","['keren', 'bantu']",18,"['keren', 'bantu']",3,Positive,1
['buka'],['buka'],8,['buka'],3,Positive,1
"['pakesemoga', 'bermanfaat']","['pakesemoga', 'manfaat']",25,"['pakesemoga', 'manfaat']",5,Positive,1
['bermanfaat'],['manfaat'],11,['manfaat'],5,Positive,1
"['aplikasi', 'bagus']","['aplikasi', 'bagus']",21,"['aplikasi', 'bagus']",-2,Negative,-1
['membantu'],['bantu'],9,['bantu'],3,Positive,1
['membantu'],['bantu'],9,['bantu'],3,Positive,1
['membantu'],['bantu'],9,['bantu'],3,Positive,1
"['penilaian', 'aplikasi', 'tulis', 'saran', 'training', 'petugas', 'ticketing', 'pintu', 'lebak', 'bulus', 'ramah', 'pelanggan']","['nilai', 'aplikasi', 'tulis', 'saran', 'training', 'tugas', 'ticketing', 'pintu', 'lebak', 'bulus', 'ramah', 'langgan']",120,"['nilai', 'aplikasi', 'tulis', 'saran', 'training', 'tugas', 'ticketing', 'pintu', 'lebak', 'bulus', 'ramah', 'langgan']",4,Positive,1
"['stasiun', 'lebak', 'bulus', 'pintu', 'masuknya', 'sisi', 'arah', 'parkiran', 'resmi', 'beroperasi', 'kejauhan', 'ramai', 'ngantre', 'masuknya', 'bintang', 'stasiun', 'lebak', 'bulus', 'aplikasi']","['stasiun', 'lebak', 'bulus', 'pintu', 'masuk', 'sisi', 'arah', 'parkir', 'resmi', 'operasi', 'jauh', 'ramai', 'ngantre', 'masuk', 'bintang', 'stasiun', 'lebak', 'bulus', 'aplikasi']",182,"['stasiun', 'lebak', 'bulus', 'pintu', 'masuk', 'sisi', 'arah', 'parkir', 'resmi', 'operasi', 'jauh', 'ramai', 'ngantre', 'masuk', 'bintang', 'stasiun', 'lebak', 'bulus', 'aplikasi']",-16,Negative,-1
"['bagus', 'sistem', 'pembayarannya', 'edit', 'gopay', 'dana', 'membayarnya', 'karena', 'nomor', 'waemail', 'sinkron', 'gopaydana', 'sistem', 'pembayaran', 'virtual', 'akun', 'copot', 'pemasangan']","['bagus', 'sistem', 'bayar', 'edit', 'gopay', 'dana', 'bayar', 'karena', 'nomor', 'waemail', 'sinkron', 'gopaydana', 'sistem', 'bayar', 'virtual', 'akun', 'copot', 'pasang']",173,"['bagus', 'sistem', 'bayar', 'edit', 'gopay', 'dana', 'bayar', 'karena', 'nomor', 'waemail', 'sinkron', 'gopaydana', 'sistem', 'bayar', 'virtual', 'akun', 'copot', 'pasang']",4,Positive,1
"['disaat', 'pembayaran', 'sinyal', 'penuh', 'tetap', 'muncul', 'layar', 'putih']","['saat', 'bayar', 'sinyal', 'penuh', 'tetap', 'muncul', 'layar', 'putih']",73,"['saat', 'bayar', 'sinyal', 'penuh', 'tetap', 'muncul', 'layar', 'putih']",1,Positive,1
"['kode', 'dikirim', 'sinyal', 'lancar']","['kode', 'kirim', 'sinyal', 'lancar']",37,"['kode', 'kirim', 'sinyal', 'lancar']",3,Positive,1
"['ruwet', 'sistem', 'beli', 'tiket', 'harus', 'nentuin', 'tujuan', 'langsung', 'potong', 'seperti', 'pakai', 'uang', 'elektronik', 'rikues', 'pembaruan', 'pakai', 'sistem', 'seperti', 'commuterline', 'memindai', 'masuk', 'gerbang', 'saldo', 'otomatis', 'potong', 'sisanya', 'uang', 'kembali', 'gate', 'plus', 'tambahin', 'support', 'hanya', 'perlu', 'seperti', 'pakai', 'uang', 'elektronik']","['ruwet', 'sistem', 'beli', 'tiket', 'harus', 'nentuin', 'tuju', 'langsung', 'potong', 'seperti', 'pakai', 'uang', 'elektronik', 'rikues', 'baru', 'pakai', 'sistem', 'seperti', 'commuterline', 'pindai', 'masuk', 'gerbang', 'saldo', 'otomatis', 'potong', 'sisa', 'uang', 'kembali', 'gate', 'plus', 'tambahin', 'support', 'hanya', 'perlu', 'seperti', 'pakai', 'uang', 'elektronik']",379,"['ruwet', 'sistem', 'beli', 'tiket', 'harus', 'nentuin', 'tuju', 'langsung', 'potong', 'seperti', 'pakai', 'uang', 'elektronik', 'rikues', 'baru', 'pakai', 'sistem', 'seperti', 'commuterline', 'pindai', 'masuk', 'gerbang', 'saldo', 'otomatis', 'potong', 'sisa', 'uang', 'kembali', 'gate', 'plus', 'tambahin', 'support', 'hanya', 'perlu', 'seperti', 'pakai', 'uang', 'elektronik']",-13,Negative,-1
"['pilihan', 'pembayaran', 'kacau', 'pilihan', 'pembayaran', 'dompet', 'digital', 'popular', 'seperti', 'gopay', 'dana', 'pakai', 'dompet', 'digital', 'gatau', 'coba', 'pakai', 'begitu', 'pembayaran', 'bank', 'hanya', 'perlu', 'dibuatkan', 'virtual', 'akun', 'selesai', 'transfer', 'kakak', 'kesannya', 'seperti', 'aplikasi', 'niat', 'mempermudah', 'pengguna', 'dapatenggak', ':', 'tidak', 'komisi', 'vendor']","['pilih', 'bayar', 'kacau', 'pilih', 'bayar', 'dompet', 'digital', 'popular', 'seperti', 'gopay', 'dana', 'pakai', 'dompet', 'digital', 'gatau', 'coba', 'pakai', 'begitu', 'bayar', 'bank', 'hanya', 'perlu', 'buat', 'virtual', 'akun', 'selesai', 'transfer', 'kakak', 'kesan', 'seperti', 'aplikasi', 'niat', 'mudah', 'guna', 'dapatenggak', '', 'tidak', 'komisi', 'vendor']",370,"['pilih', 'bayar', 'kacau', 'pilih', 'bayar', 'dompet', 'digital', 'popular', 'seperti', 'gopay', 'dana', 'pakai', 'dompet', 'digital', 'gatau', 'coba', 'pakai', 'begitu', 'bayar', 'bank', 'hanya', 'perlu', 'buat', 'virtual', 'akun', 'selesai', 'transfer', 'kakak', 'kesan', 'seperti', 'aplikasi', 'niat', 'mudah', 'guna', 'dapatenggak', '', 'tidak', 'komisi', 'vendor']",3,Positive,1
"['aplikasi', 'toll', 'sedikit', 'notifikasi', 'diperbarui', 'sedikit', 'notifikasi', 'diperbarui', 'memang', 'kesel', 'pengguna', 'langsung', 'unistall']","['aplikasi', 'toll', 'sedikit', 'notifikasi', 'baru', 'sedikit', 'notifikasi', 'baru', 'memang', 'kesel', 'guna', 'langsung', 'unistall']",137,"['aplikasi', 'toll', 'sedikit', 'notifikasi', 'baru', 'sedikit', 'notifikasi', 'baru', 'memang', 'kesel', 'guna', 'langsung', 'unistall']",-9,Negative,-1
"['metode', 'pembayaran', 'astrapay', 'isaku', 'membatasi', 'orang', 'okupasi', 'ribu', 'terpakai', 'ribu', 'alias', 'kapasitas', 'maksimal', 'perluas', 'kanal', 'metode', 'pembayaran', 'populer', 'shopeepay', 'gopay', 'mobile', 'banking']","['metode', 'bayar', 'astrapay', 'isa', 'batas', 'orang', 'okupasi', 'ribu', 'pakai', 'ribu', 'alias', 'kapasitas', 'maksimal', 'luas', 'kanal', 'metode', 'bayar', 'populer', 'shopeepay', 'gopay', 'mobile', 'banking']",216,"['metode', 'bayar', 'astrapay', 'isa', 'batas', 'orang', 'okupasi', 'ribu', 'pakai', 'ribu', 'alias', 'kapasitas', 'maksimal', 'luas', 'kanal', 'metode', 'bayar', 'populer', 'shopeepay', 'gopay', 'mobile', 'banking']",3,Positive,1
"['daftar', 'memakai', 'email', 'nomor', 'telepon', 'kode', 'masukkan', 'kode', 'tiba', 'aplikasi', 'nya', 'tersendat', 'kiriman', 'otpnya', 'daftar', 'pendaftaran', 'gagal', 'daftar', 'seperti', 'bagaimana', 'nyerah', 'pikir', 'aplikasi', 'pemeliharaan']","['daftar', 'pakai', 'email', 'nomor', 'telepon', 'kode', 'masuk', 'kode', 'tiba', 'aplikasi', 'nya', 'sendat', 'kirim', 'otpnya', 'daftar', 'daftar', 'gagal', 'daftar', 'seperti', 'bagaimana', 'nyerah', 'pikir', 'aplikasi', 'pelihara']",235,"['daftar', 'pakai', 'email', 'nomor', 'telepon', 'kode', 'masuk', 'kode', 'tiba', 'aplikasi', 'nya', 'sendat', 'kirim', 'otpnya', 'daftar', 'daftar', 'gagal', 'daftar', 'seperti', 'bagaimana', 'nyerah', 'pikir', 'aplikasi', 'pelihara']",-15,Negative,-1
"['mendaftar', 'muncul', 'notifikasi', 'internal', 'kesalahan']","['daftar', 'muncul', 'notifikasi', 'internal', 'salah']",55,"['daftar', 'muncul', 'notifikasi', 'internal', 'salah']",-2,Negative,-1
"['aplikasi', 'bagus', 'bgttapi', 'pembayaran', 'pakai', 'dompet', 'digital', 'parah', 'lebih', 'baik', 'pembayaran', 'tidak', 'lalu', 'bagaimana', 'kacau']","['aplikasi', 'bagus', 'bgttapi', 'bayar', 'pakai', 'dompet', 'digital', 'parah', 'lebih', 'baik', 'bayar', 'tidak', 'lalu', 'bagaimana', 'kacau']",145,"['aplikasi', 'bagus', 'bgttapi', 'bayar', 'pakai', 'dompet', 'digital', 'parah', 'lebih', 'baik', 'bayar', 'tidak', 'lalu', 'bagaimana', 'kacau']",-3,Negative,-1
